Target_index,0,1,2,3,4,5,6,7,8,Variable_index,Variable_name
40.859,-58.359398,-56.191592,-52.028857,-49.427851,-44.637619,-43.501808,-46.304648,-60.580845,-50.729506,0,Comp3Files: TS pulse compressed wideband pings T1 (channel 1)
41.104,-58.540275,-57.001786,-52.129007,-49.090999,-44.915972,-43.898876,-46.708412,-61.019064,-51.564454,0,Comp3Files: TS pulse compressed wideband pings T1 (channel 1)
41.348,-58.797272,-57.607076,-52.104108,-48.728356,-45.205797,-44.336002,-47.144633,-61.306639,-52.291474,0,Comp3Files: TS pulse compressed wideband pings T1 (channel 1)
41.592,-59.191587,-57.742011,-51.908325,-48.394143,-45.526277,-44.840399,-47.641811,-61.445992,-52.905086,0,Comp3Files: TS pulse compressed wideband pings T1 (channel 1)
41.836,-59.911698,-57.220336,-51.580085,-48.180130,-45.916898,-45.441749,-48.214978,-61.423177,-53.360679,0,Comp3Files: TS pulse compressed wideband pings T1 (channel 1)
42.080,-61.205283,-56.313645,-51.474294,-48.486802,-46.685360,-46.396565,-49.076406,-61.537629,-53.637796,0,Comp3Files: TS pulse compressed wideband pings T1 (channel 1)
42.324,-61.812006,-54.705644,-51.208393,-48.963725,-47.479643,-47.376839,-49.950164,-61.690008,-53.589828,0,Comp3Files: TS pulse compressed wideband pings T1 (channel 1)
42.568,-60.785207,-53.159308,-51.118598,-49.758765,-48.355694,-48.279453,-50.683166,-61.820158,-53.166392,0,Comp3Files: TS pulse compressed wideband pings T1 (channel 1)
42.813,-58.435970,-52.094874,-51.474634,-50.831263,-49.337236,-48.963158,-51.190748,-61.926527,-52.524669,0,Comp3Files: TS pulse compressed wideband pings T1 (channel 1)
43.057,-55.813575,-51.287596,-52.092710,-51.419606,-50.097672,-49.105494,-51.371989,-61.795360,-52.006625,0,Comp3Files: TS pulse compressed wideband pings T1 (channel 1)
43.301,-53.961957,-51.218784,-53.243085,-51.266420,-50.693558,-48.864521,-51.442989,-61.411745,-51.809749,0,Comp3Files: TS pulse compressed wideband pings T1 (channel 1)
43.545,-53.075850,-51.995962,-54.635556,-50.620445,-50.999092,-48.365739,-51.453230,-60.817330,-51.898597,0,Comp3Files: TS pulse compressed wideband pings T1 (channel 1)
43.789,-52.718249,-53.155392,-55.395085,-49.988338,-50.933883,-47.745036,-51.441763,-60.358211,-52.204624,0,Comp3Files: TS pulse compressed wideband pings T1 (channel 1)
44.033,-53.123190,-54.701123,-55.217710,-49.755053,-50.625847,-47.125898,-51.399999,-60.131219,-52.674078,0,Comp3Files: TS pulse compressed wideband pings T1 (channel 1)
44.277,-54.313321,-55.966759,-54.659769,-50.228542,-50.415883,-46.819341,-51.626767,-60.606346,-53.494016,0,Comp3Files: TS pulse compressed wideband pings T1 (channel 1)
44.521,-56.643182,-56.310497,-54.410071,-51.531427,-50.451466,-46.900297,-52.210375,-61.904683,-54.701611,0,Comp3Files: TS pulse compressed wideband pings T1 (channel 1)
44.766,-60.500056,-55.756967,-54.516652,-53.492498,-50.479485,-47.072780,-52.922127,-63.907791,-56.079773,0,Comp3Files: TS pulse compressed wideband pings T1 (channel 1)
45.010,-66.731292,-54.484971,-54.639590,-56.080754,-50.162523,-47.062459,-53.685013,-67.075068,-57.552012,0,Comp3Files: TS pulse compressed wideband pings T1 (channel 1)
