Target_index,0,1,2,3,4,5,6,7,8,9,10,11,Variable_index,Variable_name
37.197,-47.070658,-49.493906,-48.699233,-49.749782,-50.805375,-51.153616,-50.636116,-50.690317,-50.804692,-50.136512,-51.084157,-54.826542,0,Comp3Files: TS pulse compressed wideband pings T1 (channel 1)
37.441,-47.897902,-50.010795,-48.958074,-50.156998,-50.981371,-51.305700,-50.850431,-50.695033,-51.344021,-50.377524,-51.346670,-55.509900,0,Comp3Files: TS pulse compressed wideband pings T1 (channel 1)
37.686,-48.739697,-50.505866,-49.168651,-50.403536,-51.113550,-51.317777,-50.986085,-50.617377,-51.666420,-50.542279,-51.481341,-55.929950,0,Comp3Files: TS pulse compressed wideband pings T1 (channel 1)
37.930,-49.656644,-50.987184,-49.359684,-50.496769,-51.190499,-51.211402,-51.048190,-50.498772,-51.828154,-50.709075,-51.633975,-56.257847,0,Comp3Files: TS pulse compressed wideband pings T1 (channel 1)
38.174,-50.737888,-51.522275,-49.630438,-50.561034,-51.303945,-51.110919,-51.140993,-50.453988,-51.970193,-50.990274,-51.946842,-56.643629,0,Comp3Files: TS pulse compressed wideband pings T1 (channel 1)
38.418,-51.961765,-52.109270,-50.020414,-50.696288,-51.526650,-51.114096,-51.341661,-50.544945,-52.165982,-51.388424,-52.405605,-57.061610,0,Comp3Files: TS pulse compressed wideband pings T1 (channel 1)
38.662,-52.474215,-52.233715,-50.223216,-50.810875,-51.840982,-51.265883,-51.653279,-50.654181,-52.150229,-51.319710,-52.169199,-56.508806,0,Comp3Files: TS pulse compressed wideband pings T1 (channel 1)
38.906,-52.892120,-52.154326,-50.273296,-50.762476,-51.971716,-51.246444,-51.787711,-50.616525,-51.973822,-51.133229,-51.876697,-55.840684,0,Comp3Files: TS pulse compressed wideband pings T1 (channel 1)
39.150,-53.398534,-51.959767,-50.181763,-50.515246,-51.837574,-50.962814,-51.661679,-50.383700,-51.662648,-50.940548,-51.727784,-55.338393,0,Comp3Files: TS pulse compressed wideband pings T1 (channel 1)
39.395,-53.856657,-51.641023,-49.990159,-50.178847,-51.574764,-50.566613,-51.415420,-50.054502,-51.267505,-50.692450,-51.588153,-54.829208,0,Comp3Files: TS pulse compressed wideband pings T1 (channel 1)
39.639,-54.413451,-51.430367,-49.950945,-50.041432,-51.485322,-50.367756,-51.353475,-49.911775,-51.047305,-50.596787,-51.622889,-54.463106,0,Comp3Files: TS pulse compressed wideband pings T1 (channel 1)
39.883,-54.838801,-51.233281,-50.014337,-50.109229,-51.602215,-50.411811,-51.511745,-49.956811,-50.955904,-50.523942,-51.630124,-53.997988,0,Comp3Files: TS pulse compressed wideband pings T1 (channel 1)
40.127,-55.249796,-51.103655,-50.150515,-50.288486,-51.791893,-50.548228,-51.751447,-50.093897,-50.964131,-50.551683,-51.789350,-53.686026,0,Comp3Files: TS pulse compressed wideband pings T1 (channel 1)
40.371,-55.771439,-51.083585,-50.296899,-50.435457,-51.858141,-50.557386,-51.866343,-50.172341,-51.004622,-50.749505,-52.301568,-53.817856,0,Comp3Files: TS pulse compressed wideband pings T1 (channel 1)
40.615,-56.470013,-51.317090,-50.586286,-50.688814,-51.933803,-50.570756,-51.983896,-50.321299,-51.205434,-51.246010,-53.306763,-54.540003,0,Comp3Files: TS pulse compressed wideband pings T1 (channel 1)
40.859,-56.713030,-51.528126,-50.907074,-51.093016,-52.150343,-50.769587,-52.255137,-50.599686,-51.473832,-51.704965,-54.261873,-55.167341,0,Comp3Files: TS pulse compressed wideband pings T1 (channel 1)
41.104,-56.075024,-51.412894,-51.015065,-51.477198,-52.367326,-51.032063,-52.537803,-50.827787,-51.561524,-51.770678,-54.734684,-55.219801,0,Comp3Files: TS pulse compressed wideband pings T1 (channel 1)
41.348,-55.155040,-51.222969,-50.970679,-51.744663,-52.392109,-51.128204,-52.620805,-50.905731,-51.520162,-51.747780,-55.283393,-55.446381,0,Comp3Files: TS pulse compressed wideband pings T1 (channel 1)
41.592,-54.047187,-50.989343,-50.799745,-51.930634,-52.265645,-51.107734,-52.539649,-50.872114,-51.371931,-51.635193,-55.900054,-55.896417,0,Comp3Files: TS pulse compressed wideband pings T1 (channel 1)
41.836,-53.064659,-50.886297,-50.623555,-52.115416,-52.059686,-51.038757,-52.355378,-50.816666,-51.229998,-51.583628,-56.735168,-56.877235,0,Comp3Files: TS pulse compressed wideband pings T1 (channel 1)
42.080,-52.569845,-51.129146,-50.591051,-52.385883,-51.859499,-50.990394,-52.134358,-50.833684,-51.223084,-51.770274,-57.849851,-58.662043,0,Comp3Files: TS pulse compressed wideband pings T1 (channel 1)
42.324,-51.764240,-51.192752,-50.356137,-52.533202,-51.598687,-50.929735,-51.813899,-50.739600,-50.996649,-51.548325,-58.014218,-59.801750,0,Comp3Files: TS pulse compressed wideband pings T1 (channel 1)
42.568,-51.212469,-51.372085,-50.069227,-52.525628,-51.228958,-50.749699,-51.329827,-50.533372,-50.685942,-51.266909,-57.536123,-60.019325,0,Comp3Files: TS pulse compressed wideband pings T1 (channel 1)
42.813,-51.017408,-51.706859,-49.764595,-52.321308,-50.751636,-50.413852,-50.685674,-50.206531,-50.322169,-51.026058,-56.706133,-59.209081,0,Comp3Files: TS pulse compressed wideband pings T1 (channel 1)
43.057,-50.641908,-51.929902,-49.397995,-51.992369,-50.364876,-50.139186,-50.114276,-49.870620,-49.882067,-50.599121,-55.386390,-57.743849,0,Comp3Files: TS pulse compressed wideband pings T1 (channel 1)
43.301,-50.584527,-52.330887,-49.241010,-51.712541,-50.190554,-50.015404,-49.757173,-49.712612,-49.647707,-50.442466,-54.339606,-56.971715,0,Comp3Files: TS pulse compressed wideband pings T1 (channel 1)
43.545,-51.034679,-52.908672,-49.337994,-51.500399,-50.179257,-49.989637,-49.589687,-49.737718,-49.671502,-50.693210,-53.833934,-57.261016,0,Comp3Files: TS pulse compressed wideband pings T1 (channel 1)
43.789,-51.376653,-53.127877,-49.384390,-51.224950,-50.204466,-49.986858,-49.514925,-49.771275,-49.651400,-50.830344,-53.208483,-57.610147,0,Comp3Files: TS pulse compressed wideband pings T1 (channel 1)
44.033,-52.170949,-53.222926,-49.554711,-51.008978,-50.262771,-50.002994,-49.537942,-49.891140,-49.762424,-51.162317,-52.983427,-58.178924,0,Comp3Files: TS pulse compressed wideband pings T1 (channel 1)
44.277,-53.305878,-53.130121,-49.858264,-50.988613,-50.477286,-50.201807,-49.790998,-50.184795,-50.014579,-51.540360,-52.966307,-58.176570,0,Comp3Files: TS pulse compressed wideband pings T1 (channel 1)
44.521,-55.187472,-53.094230,-50.412586,-51.258307,-50.871082,-50.610113,-50.294154,-50.717343,-50.532230,-52.156601,-53.494718,-57.890317,0,Comp3Files: TS pulse compressed wideband pings T1 (channel 1)
44.766,-57.949209,-53.117290,-51.077630,-51.644837,-51.213783,-50.999383,-50.813585,-51.302008,-51.190456,-52.963586,-54.652299,-57.798254,0,Comp3Files: TS pulse compressed wideband pings T1 (channel 1)
45.010,-60.433863,-52.658871,-51.429501,-51.915380,-51.349303,-51.271530,-51.204722,-51.697089,-51.589908,-53.280845,-55.540638,-57.180408,0,Comp3Files: TS pulse compressed wideband pings T1 (channel 1)
