Target_index,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,Variable_index,Variable_name
40.859,-57.305112,-57.555188,-56.284938,-55.239000,-54.617874,-56.855841,-51.838796,-53.348307,-56.566257,-49.785153,-50.330385,-52.111621,-52.606325,-55.250285,-48.503358,-58.680503,-52.202601,-48.022591,-54.832785,-50.032140,-49.787061,0,Comp3Files: TS pulse compressed wideband pings T1 (channel 1)
41.104,-58.506446,-57.528939,-56.835038,-55.654188,-54.753775,-56.224648,-51.678237,-53.881064,-55.971961,-49.378090,-50.815391,-52.663193,-52.643457,-54.862600,-48.533439,-58.374802,-53.643846,-47.059664,-55.107374,-49.244526,-49.600314,0,Comp3Files: TS pulse compressed wideband pings T1 (channel 1)
41.348,-59.840464,-57.005800,-57.249971,-55.976888,-54.639583,-55.199943,-51.458947,-54.339826,-54.808229,-48.957791,-51.306117,-53.094367,-52.368600,-54.308772,-48.613215,-56.958212,-55.761926,-46.496842,-55.312777,-48.528708,-49.647593,0,Comp3Files: TS pulse compressed wideband pings T1 (channel 1)
41.592,-61.170969,-56.042392,-57.369320,-56.046526,-54.227702,-53.866575,-51.170470,-54.611084,-53.245675,-48.513624,-51.721126,-53.221704,-51.708238,-53.579695,-48.648480,-55.336300,-59.027265,-46.328766,-55.250542,-47.945290,-50.014279,0,Comp3Files: TS pulse compressed wideband pings T1 (channel 1)
41.836,-62.086763,-54.820217,-57.031974,-55.654083,-53.504098,-52.327534,-50.768647,-54.475416,-51.410402,-47.963570,-51.855857,-52.748787,-50.596452,-52.618984,-48.409665,-53.828035,-64.441355,-46.504912,-54.723395,-47.643179,-50.936571,0,Comp3Files: TS pulse compressed wideband pings T1 (channel 1)
42.080,-61.836823,-53.743039,-56.483029,-55.021310,-52.804013,-51.021217,-50.559141,-54.066759,-49.785037,-47.676062,-51.959315,-51.939029,-49.549235,-51.804883,-48.284357,-52.843300,-68.549623,-47.698464,-54.174244,-48.057230,-52.975290,0,Comp3Files: TS pulse compressed wideband pings T1 (channel 1)
42.324,-59.502745,-52.271102,-55.402543,-53.941924,-51.862219,-49.760653,-50.279591,-53.151256,-48.270874,-47.440843,-51.730473,-50.710651,-48.439150,-50.990742,-47.839639,-51.824380,-62.919553,-49.774485,-53.450040,-48.763312,-55.923069,0,Comp3Files: TS pulse compressed wideband pings T1 (channel 1)
42.568,-56.485303,-50.704727,-54.060772,-52.730476,-50.827798,-48.656154,-49.914189,-51.833531,-46.895349,-47.208833,-51.146188,-49.273624,-47.342408,-50.185898,-47.050956,-50.440771,-59.779068,-52.965003,-52.953665,-50.184549,-59.872376,0,Comp3Files: TS pulse compressed wideband pings T1 (channel 1)
42.813,-53.801872,-49.285179,-52.772568,-51.756165,-49.922552,-47.904616,-49.590018,-50.463383,-45.867702,-47.151809,-50.514281,-48.032552,-46.538093,-49.607602,-46.266776,-48.808994,-59.005618,-55.572598,-53.175284,-52.595837,-59.963432,0,Comp3Files: TS pulse compressed wideband pings T1 (channel 1)
43.057,-51.422788,-47.813352,-51.463454,-50.981205,-49.070955,-47.399995,-49.189659,-49.147957,-45.129446,-47.136952,-49.825499,-47.005167,-45.884937,-49.199127,-45.320908,-46.978735,-59.442512,-53.252978,-54.128170,-55.263329,-56.531696,0,Comp3Files: TS pulse compressed wideband pings T1 (channel 1)
43.301,-49.795065,-46.770703,-50.486996,-50.662534,-48.559764,-47.346618,-48.899279,-48.141106,-44.839822,-47.299473,-49.309974,-46.400775,-45.562632,-49.119288,-44.535205,-45.492551,-58.679164,-50.620090,-56.496487,-56.332403,-54.732646,0,Comp3Files: TS pulse compressed wideband pings T1 (channel 1)
43.545,-48.987370,-46.284466,-49.884863,-50.722880,-48.387503,-47.662571,-48.667298,-47.398484,-44.882462,-47.512436,-48.885437,-46.115526,-45.447156,-49.244260,-43.864706,-44.453623,-55.261188,-49.464440,-61.374679,-55.176798,-54.974173,0,Comp3Files: TS pulse compressed wideband pings T1 (channel 1)
43.789,-48.658627,-46.094353,-49.584734,-51.030926,-48.493371,-48.281555,-48.542168,-46.985072,-45.312683,-47.883559,-48.700117,-46.246645,-45.646238,-49.634653,-43.518063,-44.031947,-51.865165,-49.935118,-77.592868,-54.071014,-57.207957,0,Comp3Files: TS pulse compressed wideband pings T1 (channel 1)
44.033,-48.990761,-46.345601,-49.572808,-51.399916,-48.814369,-49.041096,-48.411719,-46.718036,-45.870468,-48.161745,-48.494894,-46.506457,-45.859176,-50.009598,-43.171564,-44.010217,-49.334775,-51.876466,-64.606481,-54.145863,-63.658919,0,Comp3Files: TS pulse compressed wideband pings T1 (channel 1)
44.277,-50.087038,-47.111867,-50.060847,-51.952313,-49.556915,-50.144407,-48.592135,-46.899692,-46.853083,-48.725879,-48.670104,-47.225259,-46.448083,-50.672825,-43.262454,-44.789770,-47.830182,-55.989507,-58.371607,-55.783601,-68.533527,0,Comp3Files: TS pulse compressed wideband pings T1 (channel 1)
44.521,-52.274923,-48.519152,-51.076852,-52.565125,-50.693358,-51.507495,-49.059413,-47.459072,-48.127936,-49.484026,-49.123904,-48.248047,-47.263329,-51.488621,-43.630701,-46.366676,-47.177302,-56.768494,-55.645226,-59.949316,-57.490972,0,Comp3Files: TS pulse compressed wideband pings T1 (channel 1)
44.766,-55.908714,-50.359941,-52.260084,-52.743938,-51.783347,-52.649206,-49.385404,-47.931545,-49.138784,-49.901541,-49.294855,-48.953640,-47.671062,-51.902314,-43.584648,-48.428367,-46.869869,-50.880454,-53.972133,-71.413458,-52.936958,0,Comp3Files: TS pulse compressed wideband pings T1 (channel 1)
45.010,-62.159140,-52.036905,-53.117485,-52.048163,-52.301175,-53.156910,-49.283081,-48.071786,-49.578647,-49.723426,-48.913241,-48.953086,-47.284203,-51.633558,-42.718969,-51.375044,-46.514660,-45.392650,-52.314218,-62.542577,-49.772744,0,Comp3Files: TS pulse compressed wideband pings T1 (channel 1)
