Target_index,0,1,2,3,4,5,6,7,8,9,10,11,12,Variable_index,Variable_name
40.859,-56.591347,-57.188132,-57.598424,-57.770090,-60.564172,-59.073138,-60.942883,-60.432634,-61.412168,-61.685664,-62.344609,-61.632040,-61.313500,0,Comp2Files: TS pulse compressed wideband pings T1 (channel 1)
41.104,-56.849826,-56.867837,-57.838855,-58.034637,-60.846370,-59.561081,-61.240425,-60.989178,-62.170843,-62.426188,-62.932980,-62.599351,-61.843648,0,Comp2Files: TS pulse compressed wideband pings T1 (channel 1)
41.348,-57.171478,-56.464827,-58.131481,-58.273990,-61.092653,-60.096083,-61.481937,-61.565822,-62.970159,-63.225766,-63.541670,-63.774363,-62.501961,0,Comp2Files: TS pulse compressed wideband pings T1 (channel 1)
41.592,-57.599312,-56.007082,-58.542403,-58.532160,-61.352129,-60.770966,-61.752975,-62.258174,-63.923991,-64.202194,-64.270799,-65.334686,-63.408366,0,Comp2Files: TS pulse compressed wideband pings T1 (channel 1)
41.836,-58.334280,-55.662958,-59.195084,-58.886306,-61.685432,-61.716249,-62.163621,-63.189108,-65.192819,-65.525816,-65.275306,-67.563686,-64.817634,0,Comp2Files: TS pulse compressed wideband pings T1 (channel 1)
42.080,-59.633784,-55.678806,-60.366507,-59.566262,-62.262502,-63.213978,-62.905393,-64.582035,-67.050096,-67.512726,-66.829045,-70.885918,-67.233297,0,Comp2Files: TS pulse compressed wideband pings T1 (channel 1)
42.324,-60.873668,-55.547470,-61.881060,-60.378386,-62.951875,-65.317962,-64.035613,-66.532104,-69.699033,-70.429458,-69.015281,-74.013324,-70.879016,0,Comp2Files: TS pulse compressed wideband pings T1 (channel 1)
42.568,-62.300271,-55.593611,-63.884371,-61.378453,-63.675879,-68.255520,-65.607101,-69.170376,-73.568857,-75.006570,-72.135072,-72.319536,-76.771658,0,Comp2Files: TS pulse compressed wideband pings T1 (channel 1)
42.813,-63.758108,-55.913993,-66.436045,-62.634669,-64.390978,-72.414792,-67.831110,-72.894432,-79.799245,-84.417333,-76.445445,-68.853175,-76.945261,0,Comp2Files: TS pulse compressed wideband pings T1 (channel 1)
43.057,-64.666669,-56.283707,-69.198364,-64.120219,-65.084707,-77.313809,-71.267291,-78.846099,-84.601624,-84.836482,-78.691154,-66.491699,-71.503465,0,Comp2Files: TS pulse compressed wideband pings T1 (channel 1)
43.301,-65.269930,-57.066115,-71.497494,-65.954002,-65.799430,-77.742943,-76.924179,-90.746862,-78.823391,-77.200080,-75.404131,-65.359474,-68.639996,0,Comp2Files: TS pulse compressed wideband pings T1 (channel 1)
43.545,-65.632207,-58.346945,-72.645839,-67.968438,-66.445089,-75.795780,-85.730215,-85.743973,-75.747518,-74.347022,-72.541814,-65.167785,-67.546663,0,Comp2Files: TS pulse compressed wideband pings T1 (channel 1)
43.789,-65.243676,-59.715584,-73.084670,-69.825347,-66.984609,-75.264821,-80.779916,-80.827752,-74.338399,-73.078143,-70.775938,-65.625577,-67.448193,0,Comp2Files: TS pulse compressed wideband pings T1 (channel 1)
44.033,-64.554306,-61.491036,-73.498943,-71.324254,-67.478646,-76.167020,-76.352223,-78.663555,-73.667429,-72.463559,-69.668322,-66.575829,-68.199076,0,Comp2Files: TS pulse compressed wideband pings T1 (channel 1)
44.277,-63.783694,-63.748257,-74.116071,-72.591617,-68.246035,-78.583465,-74.326447,-77.493095,-73.435397,-72.214378,-69.045247,-68.055871,-69.696559,0,Comp2Files: TS pulse compressed wideband pings T1 (channel 1)
44.521,-63.434441,-66.966526,-75.042200,-73.778194,-69.463009,-82.545224,-73.410923,-76.642302,-73.353563,-72.041636,-68.720817,-69.945781,-71.723125,0,Comp2Files: TS pulse compressed wideband pings T1 (channel 1)
44.766,-63.643835,-71.828548,-76.426800,-74.470170,-71.037331,-85.657717,-72.721600,-75.476734,-72.941073,-71.486780,-68.306329,-71.720807,-73.168902,0,Comp2Files: TS pulse compressed wideband pings T1 (channel 1)
45.010,-63.899843,-78.690488,-78.840813,-73.555558,-72.895807,-82.123433,-71.740638,-73.622130,-71.896234,-70.305563,-67.525373,-72.567390,-72.317040,0,Comp2Files: TS pulse compressed wideband pings T1 (channel 1)
