Target_index,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,Variable_index,Variable_name
40.859,-57.363765,-57.431295,-56.310063,-55.251492,-54.530421,-56.797787,-51.830172,-53.339512,-56.543569,-49.785223,-50.315434,-52.128830,-52.585152,-55.212013,-48.512107,-59.109151,-52.196539,-48.269131,-55.183388,-49.831254,-49.787107,0,Comp3Files: TS pulse compressed wideband pings T1 (channel 1)
41.104,-58.548174,-57.469861,-56.841547,-55.640002,-54.667652,-56.183091,-51.672391,-53.849195,-55.952456,-49.378160,-50.791275,-52.635230,-52.601263,-54.799815,-48.551035,-58.667429,-53.678304,-47.325943,-55.520599,-49.196390,-49.600360,0,Comp3Files: TS pulse compressed wideband pings T1 (channel 1)
41.348,-59.836807,-57.065068,-57.235699,-55.930254,-54.581007,-55.185732,-51.458077,-54.283748,-54.801742,-48.957861,-51.275996,-53.020124,-52.330490,-54.233834,-48.639032,-57.000959,-55.870788,-46.768574,-55.713138,-48.644426,-49.647639,0,Comp3Files: TS pulse compressed wideband pings T1 (channel 1)
41.592,-61.091692,-56.242348,-57.349220,-55.978154,-54.223215,-53.882214,-51.176970,-54.537923,-53.254037,-48.513694,-51.693391,-53.126577,-51.708667,-53.509322,-48.678826,-55.174732,-59.296265,-46.595221,-55.538894,-48.228609,-50.014326,0,Comp3Files: TS pulse compressed wideband pings T1 (channel 1)
41.836,-61.958529,-55.136543,-57.040609,-55.600939,-53.569269,-52.368306,-50.784537,-54.406414,-51.429803,-47.963640,-51.845904,-52.688823,-50.659480,-52.570890,-48.435450,-53.510367,-65.096943,-46.757320,-54.837962,-48.094354,-50.936617,0,Comp3Files: TS pulse compressed wideband pings T1 (channel 1)
42.080,-61.805600,-54.108475,-56.552537,-55.030772,-52.934674,-51.078684,-50.584971,-54.033073,-49.810345,-47.676132,-51.985920,-51.966747,-49.674857,-51.793574,-48.290945,-52.407550,-68.036886,-47.930844,-54.140538,-48.672997,-52.975336,0,Comp3Files: TS pulse compressed wideband pings T1 (channel 1)
42.324,-59.616413,-52.597420,-55.531787,-54.036136,-52.035047,-49.825348,-50.312990,-53.173796,-48.298000,-47.440913,-51.803876,-50.831439,-48.605647,-51.024102,-47.813024,-51.337705,-62.033509,-49.995802,-53.345757,-49.527968,-55.923115,0,Comp3Files: TS pulse compressed wideband pings T1 (channel 1)
42.568,-56.635681,-50.923041,-54.214658,-52.895748,-51.010291,-48.718813,-49.948875,-51.908546,-46.921829,-47.208903,-51.257695,-49.451265,-47.517827,-50.263681,-46.988284,-50.014180,-58.946931,-53.289233,-52.850022,-51.031197,-59.872422,0,Comp3Files: TS pulse compressed wideband pings T1 (channel 1)
42.813,-53.920152,-49.376009,-52.909785,-51.959632,-50.085759,-47.956563,-49.616699,-50.570445,-45.892453,-47.151879,-50.640132,-48.222407,-46.691997,-49.721845,-46.180070,-48.528360,-58.075707,-56.472377,-53.117394,-53.261563,-59.963478,0,Comp3Files: TS pulse compressed wideband pings T1 (channel 1)
43.057,-51.493015,-47.800136,-51.560722,-51.186557,-49.197844,-47.433301,-49.199571,-49.264470,-45.152242,-47.137022,-49.939596,-47.173578,-45.997099,-49.335867,-45.229899,-46.845038,-58.289368,-54.226067,-54.140380,-55.024469,-56.531742,0,Comp3Files: TS pulse compressed wideband pings T1 (channel 1)
43.301,-49.821629,-46.694440,-50.544657,-50.837663,-48.646812,-47.354378,-48.888678,-48.249769,-44.860688,-47.299543,-49.393624,-46.528745,-45.627913,-49.260954,-44.458045,-45.461238,-57.646716,-51.352952,-56.590010,-55.103329,-54.732692,0,Comp3Files: TS pulse compressed wideband pings T1 (channel 1)
43.545,-48.979609,-46.185877,-49.919882,-50.844950,-48.441750,-47.639421,-48.639664,-47.488546,-44.901038,-47.512506,-48.930897,-46.196509,-45.476145,-49.372459,-43.813244,-44.482513,-54.713374,-50.060831,-61.545067,-54.242821,-54.974219,0,Comp3Files: TS pulse compressed wideband pings T1 (channel 1)
43.789,-48.625857,-46.008376,-49.621846,-51.092539,-48.528354,-48.224473,-48.506829,-47.051039,-45.327504,-47.883628,-48.709386,-46.283303,-45.661779,-49.733164,-43.497330,-44.093636,-51.551606,-50.470975,-77.557566,-53.760410,-57.208003,0,Comp3Files: TS pulse compressed wideband pings T1 (channel 1)
44.033,-48.941236,-46.302361,-49.639224,-51.415497,-48.846712,-48.950419,-48.380782,-46.757824,-45.878124,-48.161815,-48.475795,-46.507371,-45.889671,-50.067185,-43.181216,-44.089377,-49.107941,-52.496293,-65.146970,-54.393072,-63.658965,0,Comp3Files: TS pulse compressed wideband pings T1 (channel 1)
44.277,-50.028408,-47.138980,-50.184648,-51.959256,-49.603080,-50.024930,-48.578076,-46.912976,-46.847220,-48.725949,-48.631912,-47.200987,-46.518313,-50.685112,-43.298669,-44.879422,-47.641892,-57.728102,-59.012161,-56.620369,-68.533573,0,Comp3Files: TS pulse compressed wideband pings T1 (channel 1)
44.521,-52.215816,-48.640927,-51.286550,-52.611931,-50.763383,-51.369354,-49.074157,-47.445930,-48.098186,-49.484096,-49.073953,-48.204693,-47.382091,-51.458108,-43.687890,-46.467272,-47.013285,-61.952887,-56.430120,-61.827580,-57.491018,0,Comp3Files: TS pulse compressed wideband pings T1 (channel 1)
44.766,-55.863119,-50.580810,-52.578347,-52.862298,-51.863501,-52.507979,-49.440406,-47.891142,-49.070014,-49.901611,-49.235975,-48.880325,-47.813396,-51.835905,-43.656858,-48.553595,-46.730070,-53.146752,-54.914544,-80.977051,-52.937004,0,Comp3Files: TS pulse compressed wideband pings T1 (channel 1)
45.010,-62.146458,-52.253816,-53.522056,-52.220236,-52.312337,-53.031949,-49.389215,-48.000274,-49.451388,-49.723496,-48.840525,-48.799825,-47.368565,-51.537447,-42.801234,-51.594006,-46.410656,-46.879923,-53.384988,-61.250636,-49.772791,0,Comp3Files: TS pulse compressed wideband pings T1 (channel 1)
