Target_index,0,1,2,3,4,5,6,7,8,Variable_index,Variable_name
37.197,-54.651930,-58.806450,-48.807266,-54.785214,-58.523796,-48.221920,-69.729632,-48.181350,-48.185904,0,Comp0Files: TS pulse compressed wideband pings T1 (channel 1)
37.441,-54.560331,-57.484531,-48.411664,-55.498335,-55.619595,-48.101188,-76.502292,-48.219268,-50.313366,0,Comp0Files: TS pulse compressed wideband pings T1 (channel 1)
37.686,-54.260704,-56.163151,-48.630289,-56.147692,-53.894076,-48.282716,-66.001735,-48.919745,-52.401516,0,Comp0Files: TS pulse compressed wideband pings T1 (channel 1)
37.930,-53.813393,-54.930618,-48.943423,-56.245028,-52.521710,-48.272009,-61.483379,-49.712031,-53.938643,0,Comp0Files: TS pulse compressed wideband pings T1 (channel 1)
38.174,-53.420193,-53.858884,-49.275628,-55.844483,-51.319731,-48.112133,-58.261737,-50.482919,-54.829660,0,Comp0Files: TS pulse compressed wideband pings T1 (channel 1)
38.418,-53.413194,-53.345785,-50.069225,-55.593726,-50.765809,-48.467573,-56.127416,-51.682839,-55.432976,0,Comp0Files: TS pulse compressed wideband pings T1 (channel 1)
38.662,-53.216840,-53.197506,-51.143306,-55.430334,-50.638513,-49.105664,-54.588914,-52.828793,-55.335367,0,Comp0Files: TS pulse compressed wideband pings T1 (channel 1)
38.906,-53.075582,-53.078887,-52.159271,-55.093975,-50.556721,-49.800050,-53.379345,-53.741828,-54.887360,0,Comp0Files: TS pulse compressed wideband pings T1 (channel 1)
39.150,-52.976542,-52.745710,-52.860729,-54.364368,-50.215321,-50.303829,-52.245561,-54.170980,-54.155403,0,Comp0Files: TS pulse compressed wideband pings T1 (channel 1)
39.395,-52.911120,-52.347205,-53.413967,-53.452108,-49.786099,-50.802961,-51.248820,-54.231114,-53.206982,0,Comp0Files: TS pulse compressed wideband pings T1 (channel 1)
39.639,-53.068316,-52.130909,-54.060443,-52.620800,-49.506439,-51.554607,-50.588550,-54.180464,-52.298551,0,Comp0Files: TS pulse compressed wideband pings T1 (channel 1)
39.883,-53.363672,-52.152245,-54.846583,-51.953362,-49.451624,-52.655914,-50.267810,-54.108645,-51.404781,0,Comp0Files: TS pulse compressed wideband pings T1 (channel 1)
40.127,-53.819320,-52.224962,-55.527858,-51.243708,-49.404923,-53.956988,-50.156418,-53.958703,-50.583127,0,Comp0Files: TS pulse compressed wideband pings T1 (channel 1)
40.371,-54.574639,-52.320962,-56.005843,-50.503112,-49.387288,-55.531683,-50.301658,-53.898065,-49.996087,0,Comp0Files: TS pulse compressed wideband pings T1 (channel 1)
40.615,-55.946568,-52.858566,-56.599164,-50.236281,-49.926350,-57.731903,-51.150434,-54.468577,-49.984292,0,Comp0Files: TS pulse compressed wideband pings T1 (channel 1)
40.859,-57.289700,-53.327497,-56.548922,-49.772346,-50.306378,-58.964109,-52.183062,-54.815858,-49.934149,0,Comp0Files: TS pulse compressed wideband pings T1 (channel 1)
41.104,-58.491165,-53.860155,-55.954604,-49.362799,-50.791432,-58.590342,-53.624440,-55.090539,-49.776293,0,Comp0Files: TS pulse compressed wideband pings T1 (channel 1)
41.348,-59.825365,-54.318810,-54.790880,-48.938668,-51.282210,-57.048604,-55.742769,-55.296045,-49.855045,0,Comp0Files: TS pulse compressed wideband pings T1 (channel 1)
41.592,-61.156082,-54.589973,-53.228346,-48.489506,-51.697244,-55.323939,-59.008549,-55.233898,-50.257478,0,Comp0Files: TS pulse compressed wideband pings T1 (channel 1)
41.836,-62.071966,-54.454264,-51.393071,-47.933747,-51.831929,-53.737407,-64.423240,-54.706783,-51.219201,0,Comp0Files: TS pulse compressed wideband pings T1 (channel 1)
42.080,-61.821726,-54.045681,-49.767729,-47.641077,-51.935283,-52.692707,-68.527600,-54.157627,-53.306513,0,Comp0Files: TS pulse compressed wideband pings T1 (channel 1)
42.324,-59.487179,-53.130340,-48.253578,-47.402974,-51.706288,-51.649261,-62.897961,-53.433417,-56.321281,0,Comp0Files: TS pulse compressed wideband pings T1 (channel 1)
42.568,-56.469465,-51.812804,-46.878062,-47.172025,-51.121857,-50.297943,-59.758455,-52.937032,-60.214470,0,Comp0Files: TS pulse compressed wideband pings T1 (channel 1)
42.813,-53.785929,-50.442829,-45.850454,-47.121300,-50.489864,-48.740155,-58.985654,-53.158661,-59.929400,0,Comp0Files: TS pulse compressed wideband pings T1 (channel 1)
43.057,-51.406818,-49.127514,-45.112211,-47.117465,-49.801020,-46.983710,-59.422821,-54.111577,-56.514873,0,Comp0Files: TS pulse compressed wideband pings T1 (channel 1)
43.301,-49.779110,-48.120721,-44.822589,-47.292847,-49.285453,-45.548307,-58.658726,-56.479940,-54.784438,0,Comp0Files: TS pulse compressed wideband pings T1 (channel 1)
43.545,-48.971459,-47.378107,-44.865215,-47.515920,-48.860881,-44.539002,-55.240285,-61.358220,-55.060792,0,Comp0Files: TS pulse compressed wideband pings T1 (channel 1)
43.789,-48.642799,-46.964669,-45.295440,-47.890300,-48.675560,-44.133840,-51.844474,-77.578035,-57.293008,0,Comp0Files: TS pulse compressed wideband pings T1 (channel 1)
44.033,-48.975051,-46.697565,-45.853215,-48.161964,-48.470353,-44.121457,-49.314378,-64.589665,-63.469197,0,Comp0Files: TS pulse compressed wideband pings T1 (channel 1)
44.277,-50.071506,-46.879124,-46.835844,-48.709703,-48.645626,-44.907425,-47.810101,-58.354923,-67.479677,0,Comp0Files: TS pulse compressed wideband pings T1 (channel 1)
44.521,-52.259668,-47.438366,-48.110723,-49.442776,-49.099525,-46.491756,-47.157537,-55.628601,-57.568483,0,Comp0Files: TS pulse compressed wideband pings T1 (channel 1)
44.766,-55.893937,-47.910639,-49.121566,-49.828472,-49.270581,-48.570008,-46.850382,-53.955502,-53.094729,0,Comp0Files: TS pulse compressed wideband pings T1 (channel 1)
45.010,-62.145106,-48.050575,-49.561366,-49.614769,-48.889065,-51.576354,-46.495442,-52.297535,-49.950073,0,Comp0Files: TS pulse compressed wideband pings T1 (channel 1)
