Target_index,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,Variable_index,Variable_name
37.441,-55.359346,-49.067119,-48.524732,-42.557078,-40.933481,-44.049209,-49.734714,-40.083611,-38.516165,-40.808274,-46.360378,-47.139972,-47.601449,-44.703793,-41.020425,-46.212327,-59.644277,0,Comp0Files: TS pulse compressed wideband pings T1 (channel 1)
37.686,-56.460550,-48.620873,-48.661133,-43.661816,-41.628892,-44.231858,-51.273391,-40.495887,-38.833112,-40.824564,-46.603544,-48.072040,-48.859915,-45.535294,-41.887997,-46.809353,-60.834309,0,Comp0Files: TS pulse compressed wideband pings T1 (channel 1)
37.930,-57.167512,-48.457385,-48.851086,-44.692845,-42.156584,-44.173994,-52.596578,-40.725085,-38.942367,-40.617830,-46.492116,-48.617797,-50.043136,-46.128276,-42.602176,-47.201226,-61.830287,0,Comp0Files: TS pulse compressed wideband pings T1 (channel 1)
38.174,-57.599059,-48.579685,-49.099532,-45.633136,-42.543678,-43.970463,-53.690658,-40.784062,-38.855242,-40.232078,-46.101998,-48.783087,-51.125774,-46.530096,-43.190348,-47.475115,-62.416457,0,Comp0Files: TS pulse compressed wideband pings T1 (channel 1)
38.418,-58.058196,-49.151838,-49.677860,-46.816321,-43.129305,-43.981330,-54.918051,-41.147794,-39.048468,-40.133968,-45.891615,-49.083394,-52.500937,-47.050991,-43.958532,-47.900916,-62.656188,0,Comp0Files: TS pulse compressed wideband pings T1 (channel 1)
38.662,-57.992940,-49.458363,-50.075081,-47.818847,-43.601803,-44.006737,-56.192920,-41.701423,-39.419732,-40.221899,-45.771752,-49.334094,-53.870216,-47.338011,-44.399936,-47.831729,-62.064395,0,Comp0Files: TS pulse compressed wideband pings T1 (channel 1)
38.906,-57.812750,-49.806203,-50.374151,-48.632720,-43.905067,-43.917602,-57.202086,-42.129332,-39.645230,-40.187163,-45.516543,-49.382981,-55.082515,-47.441684,-44.669109,-47.629018,-61.188065,0,Comp0Files: TS pulse compressed wideband pings T1 (channel 1)
39.150,-57.600755,-50.205951,-50.503862,-49.140044,-43.933912,-43.595050,-57.760830,-42.206659,-39.498676,-39.813454,-44.959204,-49.070601,-55.966818,-47.312563,-44.730743,-47.340321,-60.236474,0,Comp0Files: TS pulse compressed wideband pings T1 (channel 1)
39.395,-57.341771,-50.605355,-50.505402,-49.403079,-43.793850,-43.164430,-58.061127,-42.119762,-39.170182,-39.280402,-44.266685,-48.574451,-56.643136,-47.037651,-44.629188,-46.948661,-59.269292,0,Comp0Files: TS pulse compressed wideband pings T1 (channel 1)
39.639,-57.226017,-51.173566,-50.592187,-49.624178,-43.730204,-42.883173,-58.396333,-42.136688,-38.929424,-38.853782,-43.704338,-48.158933,-57.344908,-46.860652,-44.581017,-46.645931,-58.505637,0,Comp0Files: TS pulse compressed wideband pings T1 (channel 1)
39.883,-57.137200,-51.788912,-50.723133,-49.765589,-43.750869,-42.774254,-58.852350,-42.335535,-38.856548,-38.603790,-43.324288,-47.884130,-58.088470,-46.768540,-44.540893,-46.331299,-57.843302,0,Comp0Files: TS pulse compressed wideband pings T1 (channel 1)
40.127,-57.122734,-52.499607,-50.866728,-49.736107,-43.770137,-42.723600,-59.261315,-42.526853,-38.757751,-38.340348,-42.958336,-47.607048,-58.732360,-46.712736,-44.497027,-46.064872,-57.319459,0,Comp0Files: TS pulse compressed wideband pings T1 (channel 1)
40.371,-57.317647,-53.453697,-51.111547,-49.600370,-43.823714,-42.717528,-59.563873,-42.689978,-38.607132,-38.027949,-42.566162,-47.369865,-59.289909,-46.747681,-44.562566,-46.013772,-57.053577,0,Comp0Files: TS pulse compressed wideband pings T1 (channel 1)
40.615,-57.977600,-54.917990,-51.782258,-49.743593,-44.271983,-43.095702,-60.132750,-43.271301,-38.851120,-38.089676,-42.527721,-47.636747,-60.145058,-47.202914,-45.078175,-46.473861,-57.296324,0,Comp0Files: TS pulse compressed wideband pings T1 (channel 1)
40.859,-58.476055,-56.206969,-52.230838,-49.572372,-44.611855,-43.465013,-60.599690,-43.752813,-38.982877,-38.046020,-42.408978,-47.786869,-60.662809,-47.586726,-45.406490,-46.766036,-57.440082,0,Comp0Files: TS pulse compressed wideband pings T1 (channel 1)
41.104,-58.632489,-57.080078,-52.363083,-49.157762,-44.874272,-43.862375,-61.059415,-44.320514,-39.198339,-38.064857,-42.318046,-47.999932,-60.899721,-47.873375,-45.491455,-46.736907,-57.286106,0,Comp0Files: TS pulse compressed wideband pings T1 (channel 1)
41.348,-58.834894,-57.744836,-52.312720,-48.695517,-45.144333,-44.302181,-61.358779,-44.871795,-39.402267,-38.050249,-42.180556,-48.299220,-60.842191,-48.208008,-45.560752,-46.760333,-57.147886,0,Comp0Files: TS pulse compressed wideband pings T1 (channel 1)
41.592,-59.138834,-57.895747,-52.019459,-48.247434,-45.441849,-44.812290,-61.486607,-45.382027,-39.601320,-38.007300,-42.002060,-48.699958,-60.448315,-48.618408,-45.606184,-46.844457,-57.007528,0,Comp0Files: TS pulse compressed wideband pings T1 (channel 1)
41.836,-59.729719,-57.316654,-51.530692,-47.909819,-45.807842,-45.422540,-61.418897,-45.745163,-39.741720,-37.889874,-41.758303,-49.181428,-59.696807,-49.180709,-45.682593,-47.119060,-56.961570,0,Comp0Files: TS pulse compressed wideband pings T1 (channel 1)
42.080,-60.873887,-56.317268,-51.235018,-48.085889,-46.553401,-46.387778,-61.455820,-46.193693,-40.134515,-37.997344,-41.725988,-50.094691,-58.954991,-50.203683,-46.097797,-47.922747,-57.281707,0,Comp0Files: TS pulse compressed wideband pings T1 (channel 1)
42.324,-61.431250,-54.640923,-50.789492,-48.431510,-47.333383,-47.374280,-61.513395,-46.439673,-40.592674,-38.145348,-41.695583,-51.116704,-57.990593,-51.283980,-46.313264,-48.602655,-57.317703,0,Comp0Files: TS pulse compressed wideband pings T1 (channel 1)
42.568,-60.608337,-53.062591,-50.556771,-49.120793,-48.215996,-48.268048,-61.561899,-46.342287,-41.023732,-38.261674,-41.624997,-52.122123,-56.963558,-52.521821,-46.500741,-49.437606,-57.348595,0,Comp0Files: TS pulse compressed wideband pings T1 (channel 1)
42.813,-58.461836,-51.986366,-50.818123,-50.196874,-49.242078,-48.920174,-61.642694,-46.034333,-41.517923,-38.449486,-41.606249,-52.983410,-56.123414,-53.903451,-46.723934,-50.409126,-57.436697,0,Comp0Files: TS pulse compressed wideband pings T1 (channel 1)
43.057,-55.890776,-51.170611,-51.399031,-51.040516,-50.097306,-49.023188,-61.572229,-45.532171,-41.956585,-38.623220,-41.560293,-53.235456,-55.385460,-55.017169,-46.617863,-50.907032,-57.161352,0,Comp0Files: TS pulse compressed wideband pings T1 (channel 1)
43.301,-54.018305,-51.084389,-52.595571,-51.343905,-50.823930,-48.765967,-61.300447,-45.098524,-42.419439,-38.887556,-41.621054,-53.015311,-55.005938,-55.893548,-46.481214,-51.187390,-56.851335,0,Comp0Files: TS pulse compressed wideband pings T1 (channel 1)
43.545,-53.091366,-51.825944,-54.167927,-51.034768,-51.246646,-48.282856,-60.787366,-44.741611,-42.773200,-39.121768,-41.700701,-52.468633,-54.934580,-56.373068,-46.387567,-51.390727,-56.586774,0,Comp0Files: TS pulse compressed wideband pings T1 (channel 1)
43.789,-52.691076,-52.927066,-55.230086,-50.529103,-51.235433,-47.692725,-60.341298,-44.619192,-43.115505,-39.390224,-41.819913,-51.852019,-55.096353,-56.262671,-46.172145,-51.295763,-56.047196,0,Comp0Files: TS pulse compressed wideband pings T1 (channel 1)
44.033,-53.057518,-54.411877,-55.289033,-50.313887,-50.906441,-47.100739,-60.070483,-44.574023,-43.280400,-39.517921,-41.858484,-51.158968,-55.341829,-55.790110,-46.032257,-51.292146,-55.583310,0,Comp0Files: TS pulse compressed wideband pings T1 (channel 1)
44.277,-54.215862,-55.705121,-54.813175,-50.770547,-50.617459,-46.809684,-60.460226,-44.973601,-43.669409,-39.854683,-42.115299,-50.764225,-55.850184,-55.346973,-46.135490,-51.474047,-55.285930,0,Comp0Files: TS pulse compressed wideband pings T1 (channel 1)
44.521,-56.524303,-56.247968,-54.596521,-52.044268,-50.534546,-46.894434,-61.627574,-45.768795,-44.266636,-40.360624,-42.564821,-50.670413,-56.529107,-55.220861,-46.624639,-52.081710,-55.387032,0,Comp0Files: TS pulse compressed wideband pings T1 (channel 1)
44.766,-60.384970,-55.930175,-54.775345,-53.938997,-50.412932,-47.062550,-63.408286,-46.509315,-44.642777,-40.591809,-42.793258,-50.453689,-56.894111,-55.286039,-47.284381,-53.045244,-55.781389,0,Comp0Files: TS pulse compressed wideband pings T1 (channel 1)
45.010,-66.771645,-54.817372,-55.071391,-56.240357,-49.913544,-47.044804,-66.079918,-47.022685,-44.633128,-40.336476,-42.539627,-49.817555,-56.515698,-55.213515,-47.622874,-53.835710,-55.856198,0,Comp0Files: TS pulse compressed wideband pings T1 (channel 1)
